Labor Force Data by County									
LAUS_Code	 State_FIPS_Code	 County_FIPS_Code	 County_Name_State_Abbreviation	Year	EMPTY	Force	Employed	Unemployed	 UnemploymentPercentage
CN3003100000000	30	31	"Gallatin County, MT"	2011		"49,265"	"46,377"	"2,888"	5.9
CN3003300000000	30	33	"Garfield County, MT"	2011		634	607	27	4.3
CN3003500000000	30	35	"Glacier County, MT"	2011		"5,700"	"5,061"	639	11.2
CN3003700000000	30	37	"Golden Valley County, MT"	2011		521	501	20	3.8
CN3003900000000	30	39	"Granite County, MT"	2011		"1,257"	"1,131"	126	10
CN3004100000000	30	41	"Hill County, MT"	2011		"8,360"	"7,889"	471	5.6
CN3004300000000	30	43	"Jefferson County, MT"	2011		"5,787"	"5,468"	319	5.5
CN3004500000000	30	45	"Judith Basin County, MT"	2011		"1,057"	"1,003"	54	5.1
CN3004700000000	30	47	"Lake County, MT"	2011		"11,318"	"10,207"	"1,111"	9.8
CN3004900000000	30	49	"Lewis and Clark County, MT"	2011		"34,379"	"32,623"	"1,756"	5.1
CN3005100000000	30	51	"Liberty County, MT"	2011		751	714	37	4.9
CN3005300000000	30	53	"Lincoln County, MT"	2011		"7,677"	"6,524"	"1,153"	15
CN3005500000000	30	55	"McCone County, MT"	2011		"1,036"	"1,005"	31	3
CN3005700000000	30	57	"Madison County, MT"	2011		"4,066"	"3,795"	271	6.7
CN3005900000000	30	59	"Meagher County, MT"	2011		836	769	67	8
CN3006100000000	30	61	"Mineral County, MT"	2011		"1,951"	"1,743"	208	10.7
CN3006300000000	30	63	"Missoula County, MT"	2011		"58,307"	"54,608"	"3,699"	6.3
CN3006500000000	30	65	"Musselshell County, MT"	2011		"2,314"	"2,168"	146	6.3
CN3006700000000	30	67	"Park County, MT"	2011		"8,425"	"7,821"	604	7.2
CN3006900000000	30	69	"Petroleum County, MT"	2011		238	223	15	6.3
CN3007100000000	30	71	"Phillips County, MT"	2011		"2,144"	"2,011"	133	6.2
CN3007300000000	30	73	"Pondera County, MT"	2011		"2,532"	"2,369"	163	6.4
CN3007500000000	30	75	"Powder River County, MT"	2011		939	893	46	4.9
CN3007700000000	30	77	"Powell County, MT"	2011		"2,794"	"2,559"	235	8.4
CN3007900000000	30	79	"Prairie County, MT"	2011		546	519	27	4.9
CN3008100000000	30	81	"Ravalli County, MT"	2011		"17,832"	"16,264"	"1,568"	8.8
CN3008300000000	30	83	"Richland County, MT"	2011		"6,267"	"6,088"	179	2.9
CN3008500000000	30	85	"Roosevelt County, MT"	2011		"4,137"	"3,827"	310	7.5
CN3008700000000	30	87	"Rosebud County, MT"	2011		"4,103"	"3,803"	300	7.3
CN3008900000000	30	89	"Sanders County, MT"	2011		"4,265"	"3,646"	619	14.5
CN3009100000000	30	91	"Sheridan County, MT"	2011		"1,820"	"1,755"	65	3.6
CN3009300000000	30	93	"Silver Bow County, MT"	2011		"17,615"	"16,557"	"1,058"	6
CN3009500000000	30	95	"Stillwater County, MT"	2011		"4,335"	"4,100"	235	5.4
CN3009700000000	30	97	"Sweet Grass County, MT"	2011		"2,298"	"2,225"	73	3.2
CN3009900000000	30	99	"Teton County, MT"	2011		"2,918"	"2,764"	154	5.3
CN3010100000000	30	101	"Toole County, MT"	2011		"2,461"	"2,350"	111	4.5
CN3010300000000	30	103	"Treasure County, MT"	2011		370	351	19	5.1
CN3010500000000	30	105	"Valley County, MT"	2011		"3,655"	"3,481"	174	4.8
CN3010700000000	30	107	"Wheatland County, MT"	2011		"1,015"	955	60	5.9
CN3010900000000	30	109	"Wibaux County, MT"	2011		569	548	21	3.7
CN3011100000000	30	111	"Yellowstone County, MT"	2011		"81,524"	"77,507"	"4,017"	4.9
CN3100100000000	31	1	"Adams County, NE"	2011		"16,881"	"16,181"	700	4.1
CN3100300000000	31	3	"Antelope County, NE"	2011		"3,856"	"3,728"	128	3.3
CN3100500000000	31	5	"Arthur County, NE"	2011		252	237	15	6
CN3100700000000	31	7	"Banner County, NE"	2011		372	356	16	4.3
CN3100900000000	31	9	"Blaine County, NE"	2011		266	251	15	5.6
CN3101100000000	31	11	"Boone County, NE"	2011		"3,496"	"3,387"	109	3.1
CN3101300000000	31	13	"Box Butte County, NE"	2011		"5,532"	"5,276"	256	4.6
CN3101500000000	31	15	"Boyd County, NE"	2011		"1,185"	"1,142"	43	3.6
CN3101700000000	31	17	"Brown County, NE"	2011		"1,870"	"1,805"	65	3.5
CN3101900000000	31	19	"Buffalo County, NE"	2011		"28,481"	"27,537"	944	3.3
CN3102100000000	31	21	"Burt County, NE"	2011		"3,963"	"3,754"	209	5.3
CN3102300000000	31	23	"Butler County, NE"	2011		"4,989"	"4,812"	177	3.5
CN3102500000000	31	25	"Cass County, NE"	2011		"13,360"	"12,641"	719	5.4
CN3102700000000	31	27	"Cedar County, NE"	2011		"5,006"	"4,851"	155	3.1
CN3102900000000	31	29	"Chase County, NE"	2011		"2,165"	"2,108"	57	2.6
CN3103100000000	31	31	"Cherry County, NE"	2011		"3,638"	"3,535"	103	2.8
CN3103300000000	31	33	"Cheyenne County, NE"	2011		"5,085"	"4,912"	173	3.4
CN3103500000000	31	35	"Clay County, NE"	2011		"3,277"	"3,134"	143	4.4
CN3103700000000	31	37	"Colfax County, NE"	2011		"5,926"	"5,706"	220	3.7
CN3103900000000	31	39	"Cuming County, NE"	2011		"5,234"	"5,064"	170	3.2
CN3104100000000	31	41	"Custer County, NE"	2011		"6,345"	"6,138"	207	3.3
CN3104300000000	31	43	"Dakota County, NE"	2011		"11,338"	"10,607"	731	6.4
CN3104500000000	31	45	"Dawes County, NE"	2011		"5,005"	"4,792"	213	4.3
CN3104700000000	31	47	"Dawson County, NE"	2011		"12,542"	"11,892"	650	5.2
CN3104900000000	31	49	"Deuel County, NE"	2011		"1,079"	"1,042"	37	3.4
CN3105100000000	31	51	"Dixon County, NE"	2011		"3,178"	"3,023"	155	4.9
CN3105300000000	31	53	"Dodge County, NE"	2011		"19,967"	"19,045"	922	4.6
CN3105500000000	31	55	"Douglas County, NE"	2011		"277,462"	"263,283"	"14,179"	5.1
CN3105700000000	31	57	"Dundy County, NE"	2011		"1,128"	"1,092"	36	3.2
CN3105900000000	31	59	"Fillmore County, NE"	2011		"3,282"	"3,164"	118	3.6
CN3106100000000	31	61	"Franklin County, NE"	2011		"1,835"	"1,766"	69	3.8
CN3106300000000	31	63	"Frontier County, NE"	2011		"1,682"	"1,625"	57	3.4
CN3106500000000	31	65	"Furnas County, NE"	2011		"2,627"	"2,530"	97	3.7
CN3106700000000	31	67	"Gage County, NE"	2011		"11,864"	"11,225"	639	5.4
CN3106900000000	31	69	"Garden County, NE"	2011		"1,114"	"1,067"	47	4.2
CN3107100000000	31	71	"Garfield County, NE"	2011		"1,130"	"1,088"	42	3.7
CN3107300000000	31	73	"Gosper County, NE"	2011		"1,077"	"1,037"	40	3.7
CN3107500000000	31	75	"Grant County, NE"	2011		426	411	15	3.5
CN3107700000000	31	77	"Greeley County, NE"	2011		"1,373"	"1,320"	53	3.9
CN3107900000000	31	79	"Hall County, NE"	2011		"33,214"	"31,789"	"1,425"	4.3
CN3108100000000	31	81	"Hamilton County, NE"	2011		"5,643"	"5,462"	181	3.2
CN3108300000000	31	83	"Harlan County, NE"	2011		"1,845"	"1,784"	61	3.3
CN3108500000000	31	85	"Hayes County, NE"	2011		545	524	21	3.9
CN3108700000000	31	87	"Hitchcock County, NE"	2011		"1,475"	"1,412"	63	4.3
CN3108900000000	31	89	"Holt County, NE"	2011		"6,476"	"6,273"	203	3.1
CN3109100000000	31	91	"Hooker County, NE"	2011		472	451	21	4.4
CN3109300000000	31	93	"Howard County, NE"	2011		"3,552"	"3,418"	134	3.8
CN3109500000000	31	95	"Jefferson County, NE"	2011		"4,522"	"4,331"	191	4.2
CN3109700000000	31	97	"Johnson County, NE"	2011		"2,816"	"2,698"	118	4.2
CN3109900000000	31	99	"Kearney County, NE"	2011		"3,715"	"3,595"	120	3.2
CN3110100000000	31	101	"Keith County, NE"	2011		"4,622"	"4,435"	187	4
CN3110300000000	31	103	"Keya Paha County, NE"	2011		419	401	18	4.3
CN3110500000000	31	105	"Kimball County, NE"	2011		"2,009"	"1,929"	80	4
CN3110700000000	31	107	"Knox County, NE"	2011		"4,946"	"4,762"	184	3.7
CN3110900000000	31	109	"Lancaster County, NE"	2011		"163,015"	"156,437"	"6,578"	4
CN3111100000000	31	111	"Lincoln County, NE"	2011		"21,958"	"21,105"	853	3.9
CN3111300000000	31	113	"Logan County, NE"	2011		472	459	13	2.8
CN3111500000000	31	115	"Loup County, NE"	2011		357	340	17	4.8
CN3111700000000	31	117	"McPherson County, NE"	2011		325	317	8	2.5
CN3111900000000	31	119	"Madison County, NE"	2011		"19,422"	"18,633"	789	4.1
CN3112100000000	31	121	"Merrick County, NE"	2011		"4,205"	"4,028"	177	4.2
CN3112300000000	31	123	"Morrill County, NE"	2011		"2,834"	"2,744"	90	3.2
CN3112500000000	31	125	"Nance County, NE"	2011		"2,265"	"2,189"	76	3.4
CN3112700000000	31	127	"Nemaha County, NE"	2011		"3,555"	"3,353"	202	5.7
CN3112900000000	31	129	"Nuckolls County, NE"	2011		"2,386"	"2,297"	89	3.7
CN3113100000000	31	131	"Otoe County, NE"	2011		"9,064"	"8,631"	433	4.8
CN3113300000000	31	133	"Pawnee County, NE"	2011		"1,699"	"1,638"	61	3.6
CN3113500000000	31	135	"Perkins County, NE"	2011		"1,729"	"1,678"	51	2.9
CN3113700000000	31	137	"Phelps County, NE"	2011		"5,259"	"5,076"	183	3.5
CN3113900000000	31	139	"Pierce County, NE"	2011		"3,944"	"3,798"	146	3.7
CN3114100000000	31	141	"Platte County, NE"	2011		"18,657"	"17,927"	730	3.9
CN3114300000000	31	143	"Polk County, NE"	2011		"3,055"	"2,954"	101	3.3
CN3114500000000	31	145	"Red Willow County, NE"	2011		"6,159"	"5,935"	224	3.6
CN3114700000000	31	147	"Richardson County, NE"	2011		"4,322"	"4,047"	275	6.4
CN3114900000000	31	149	"Rock County, NE"	2011		931	906	25	2.7
CN3115100000000	31	151	"Saline County, NE"	2011		"8,508"	"8,168"	340	4
CN3115300000000	31	153	"Sarpy County, NE"	2011		"82,815"	"79,011"	"3,804"	4.6
CN3115500000000	31	155	"Saunders County, NE"	2011		"11,020"	"10,503"	517	4.7
CN3115700000000	31	157	"Scotts Bluff County, NE"	2011		"19,556"	"18,596"	960	4.9
CN3115900000000	31	159	"Seward County, NE"	2011		"8,825"	"8,491"	334	3.8
CN3116100000000	31	161	"Sheridan County, NE"	2011		"3,101"	"2,999"	102	3.3
CN3116300000000	31	163	"Sherman County, NE"	2011		"2,011"	"1,936"	75	3.7
CN3116500000000	31	165	"Sioux County, NE"	2011		747	718	29	3.9
CN3116700000000	31	167	"Stanton County, NE"	2011		"3,442"	"3,317"	125	3.6
CN3116900000000	31	169	"Thayer County, NE"	2011		"2,971"	"2,875"	96	3.2
CN3117100000000	31	171	"Thomas County, NE"	2011		369	347	22	6
CN3117300000000	31	173	"Thurston County, NE"	2011		"3,237"	"2,926"	311	9.6
CN3117500000000	31	175	"Valley County, NE"	2011		"2,579"	"2,493"	86	3.3
CN3117700000000	31	177	"Washington County, NE"	2011		"11,153"	"10,649"	504	4.5
CN3117900000000	31	179	"Wayne County, NE"	2011		"5,519"	"5,325"	194	3.5
CN3118100000000	31	181	"Webster County, NE"	2011		"1,843"	"1,763"	80	4.3
CN3118300000000	31	183	"Wheeler County, NE"	2011		451	436	15	3.3
CN3118500000000	31	185	"York County, NE"	2011		"7,238"	"6,913"	325	4.5
CN3200100000000	32	1	"Churchill County, NV"	2011		"13,600"	"12,159"	"1,441"	10.6
CN3200300000000	32	3	"Clark County, NV"	2011		"998,907"	"863,719"	"135,188"	13.5
CN3200500000000	32	5	"Douglas County, NV"	2011		"22,533"	"19,386"	"3,147"	14
CN3200700000000	32	7	"Elko County, NV"	2011		"30,261"	"28,162"	"2,099"	6.9
CN3200900000000	32	9	"Esmeralda County, NV"	2011		555	520	35	6.3
CN3201100000000	32	11	"Eureka County, NV"	2011		"1,095"	"1,029"	66	6
CN3201300000000	32	13	"Humboldt County, NV"	2011		"9,609"	"8,913"	696	7.2
CN3201500000000	32	15	"Lander County, NV"	2011		"4,466"	"4,181"	285	6.4
CN3201700000000	32	17	"Lincoln County, NV"	2011		"1,832"	"1,585"	247	13.5
CN3201900000000	32	19	"Lyon County, NV"	2011		"23,291"	"19,328"	"3,963"	17
CN3202100000000	32	21	"Mineral County, NV"	2011		"2,380"	"2,059"	321	13.5
CN3202300000000	32	23	"Nye County, NV"	2011		"18,182"	"15,278"	"2,904"	16
CN3202700000000	32	27	"Pershing County, NV"	2011		"2,805"	"2,489"	316	11.3
CN3202900000000	32	29	"Storey County, NV"	2011		"2,170"	"1,865"	305	14.1
CN3203100000000	32	31	"Washoe County, NV"	2011		"225,245"	"196,615"	"28,630"	12.7
CN3203300000000	32	33	"White Pine County, NV"	2011		"5,826"	"5,345"	481	8.3
CN3251000000000	32	510	"Carson City, NV"	2011		"28,845"	"25,165"	"3,680"	12.8
CN3300100000000	33	1	"Belknap County, NH"	2011		"31,981"	"30,195"	"1,786"	5.6
CN3300300000000	33	3	"Carroll County, NH"	2011		"25,430"	"24,038"	"1,392"	5.5
CN3300500000000	33	5	"Cheshire County, NH"	2011		"41,123"	"38,958"	"2,165"	5.3
CN3300700000000	33	7	"Coos County, NH"	2011		"16,078"	"14,847"	"1,231"	7.7
CN3300900000000	33	9	"Grafton County, NH"	2011		"49,136"	"46,926"	"2,210"	4.5
CN3301100000000	33	11	"Hillsborough County, NH"	2011		"227,957"	"215,074"	"12,883"	5.7
CN3301300000000	33	13	"Merrimack County, NH"	2011		"80,170"	"76,165"	"4,005"	5
CN3301500000000	33	15	"Rockingham County, NH"	2011		"174,207"	"164,104"	"10,103"	5.8
CN3301700000000	33	17	"Strafford County, NH"	2011		"69,266"	"65,504"	"3,762"	5.4
CN3301900000000	33	19	"Sullivan County, NH"	2011		"22,687"	"21,572"	"1,115"	4.9
CN3400100000000	34	1	"Atlantic County, NJ"	2011		"135,231"	"117,767"	"17,464"	12.9
CN3400300000000	34	3	"Bergen County, NJ"	2011		"477,895"	"439,784"	"38,111"	8
CN3400500000000	34	5	"Burlington County, NJ"	2011		"240,787"	"219,375"	"21,412"	8.9
CN3400700000000	34	7	"Camden County, NJ"	2011		"266,321"	"238,170"	"28,151"	10.6
CN3400900000000	34	9	"Cape May County, NJ"	2011		"57,239"	"50,015"	"7,224"	12.6
CN3401100000000	34	11	"Cumberland County, NJ"	2011		"70,012"	"60,578"	"9,434"	13.5
CN3401300000000	34	13	"Essex County, NJ"	2011		"369,144"	"328,953"	"40,191"	10.9
CN3401500000000	34	15	"Gloucester County, NJ"	2011		"157,527"	"142,148"	"15,379"	9.8
CN3401700000000	34	17	"Hudson County, NJ"	2011		"312,817"	"280,592"	"32,225"	10.3
CN3401900000000	34	19	"Hunterdon County, NJ"	2011		"70,753"	"65,826"	"4,927"	7
CN3402100000000	34	21	"Mercer County, NJ"	2011		"206,945"	"190,930"	"16,015"	7.7
CN3402300000000	34	23	"Middlesex County, NJ"	2011		"437,083"	"400,269"	"36,814"	8.4
CN3402500000000	34	25	"Monmouth County, NJ"	2011		"328,990"	"300,489"	"28,501"	8.7
CN3402700000000	34	27	"Morris County, NJ"	2011		"272,959"	"253,664"	"19,295"	7.1
CN3402900000000	34	29	"Ocean County, NJ"	2011		"267,450"	"240,590"	"26,860"	10
CN3403100000000	34	31	"Passaic County, NJ"	2011		"244,242"	"216,912"	"27,330"	11.2
CN3403300000000	34	33	"Salem County, NJ"	2011		"31,477"	"28,023"	"3,454"	11
CN3403500000000	34	35	"Somerset County, NJ"	2011		"180,274"	"167,297"	"12,977"	7.2
CN3403700000000	34	37	"Sussex County, NJ"	2011		"82,932"	"75,266"	"7,666"	9.2
CN3403900000000	34	39	"Union County, NJ"	2011		"275,982"	"249,214"	"26,768"	9.7
CN3404100000000	34	41	"Warren County, NJ"	2011		"59,122"	"54,155"	"4,967"	8.4
CN3500100000000	35	1	"Bernalillo County, NM"	2011		"304,448"	"281,204"	"23,244"	7.6
CN3500300000000	35	3	"Catron County, NM"	2011		"1,520"	"1,393"	127	8.4
CN3500500000000	35	5	"Chaves County, NM"	2011		"26,770"	"24,898"	"1,872"	7
CN3500600000000	35	6	"Cibola County, NM"	2011		"12,139"	"11,283"	856	7.1
CN3500700000000	35	7	"Colfax County, NM"	2011		"6,535"	"6,011"	524	8
CN3500900000000	35	9	"Curry County, NM"	2011		"21,436"	"20,343"	"1,093"	5.1
CN3501100000000	35	11	"De Baca County, NM"	2011		803	764	39	4.9
CN3501300000000	35	13	"Dona Ana County, NM"	2011		"92,349"	"85,356"	"6,993"	7.6
CN3501500000000	35	15	"Eddy County, NM"	2011		"29,383"	"28,045"	"1,338"	4.6
CN3501700000000	35	17	"Grant County, NM"	2011		"11,813"	"10,890"	923	7.8
CN3501900000000	35	19	"Guadalupe County, NM"	2011		"1,770"	"1,584"	186	10.5
CN3502100000000	35	21	"Harding County, NM"	2011		386	367	19	4.9
CN3502300000000	35	23	"Hidalgo County, NM"	2011		"2,653"	"2,479"	174	6.6
CN3502500000000	35	25	"Lea County, NM"	2011		"29,243"	"27,714"	"1,529"	5.2
CN3502700000000	35	27	"Lincoln County, NM"	2011		"10,504"	"9,903"	601	5.7
CN3502800000000	35	28	"Los Alamos County, NM"	2011		"9,898"	"9,573"	325	3.3
CN3502900000000	35	29	"Luna County, NM"	2011		"12,616"	"10,356"	"2,260"	17.9
CN3503100000000	35	31	"McKinley County, NM"	2011		"26,445"	"24,002"	"2,443"	9.2
CN3503300000000	35	33	"Mora County, NM"	2011		"1,948"	"1,657"	291	14.9
CN3503500000000	35	35	"Otero County, NM"	2011		"25,723"	"24,030"	"1,693"	6.6
CN3503700000000	35	37	"Quay County, NM"	2011		"3,811"	"3,493"	318	8.3
CN3503900000000	35	39	"Rio Arriba County, NM"	2011		"19,018"	"17,440"	"1,578"	8.3
CN3504100000000	35	41	"Roosevelt County, NM"	2011		"9,099"	"8,622"	477	5.2
CN3504300000000	35	43	"Sandoval County, NM"	2011		"56,473"	"51,571"	"4,902"	8.7
CN3504500000000	35	45	"San Juan County, NM"	2011		"55,575"	"51,261"	"4,314"	7.8
CN3504700000000	35	47	"San Miguel County, NM"	2011		"13,009"	"11,971"	"1,038"	8
CN3504900000000	35	49	"Santa Fe County, NM"	2011		"75,159"	"70,621"	"4,538"	6
CN3505100000000	35	51	"Sierra County, NM"	2011		"5,915"	"5,534"	381	6.4
CN3505300000000	35	53	"Socorro County, NM"	2011		"9,200"	"8,689"	511	5.6
CN3505500000000	35	55	"Taos County, NM"	2011		"16,926"	"15,331"	"1,595"	9.4
CN3505700000000	35	57	"Torrance County, NM"	2011		"6,451"	"5,828"	623	9.7
CN3505900000000	35	59	"Union County, NM"	2011		"1,916"	"1,819"	97	5.1
CN3506100000000	35	61	"Valencia County, NM"	2011		"30,730"	"28,014"	"2,716"	8.8
CN3600100000000	36	1	"Albany County, NY"	2011		"154,031"	"142,924"	"11,107"	7.2
CN3600300000000	36	3	"Allegany County, NY"	2011		"23,918"	"21,807"	"2,111"	8.8
CN3600500000000	36	5	"Bronx County, NY"	2011		"544,665"	"477,178"	"67,487"	12.4
CN3600700000000	36	7	"Broome County, NY"	2011		"93,431"	"85,392"	"8,039"	8.6
CN3600900000000	36	9	"Cattaraugus County, NY"	2011		"40,350"	"36,782"	"3,568"	8.8
CN3601100000000	36	11	"Cayuga County, NY"	2011		"40,604"	"37,416"	"3,188"	7.9
CN3601300000000	36	13	"Chautauqua County, NY"	2011		"63,044"	"57,982"	"5,062"	8
CN3601500000000	36	15	"Chemung County, NY"	2011		"40,382"	"37,163"	"3,219"	8
CN3601700000000	36	17	"Chenango County, NY"	2011		"24,620"	"22,541"	"2,079"	8.4
CN3601900000000	36	19	"Clinton County, NY"	2011		"38,151"	"34,343"	"3,808"	10
CN3602100000000	36	21	"Columbia County, NY"	2011		"30,460"	"28,195"	"2,265"	7.4
CN3602300000000	36	23	"Cortland County, NY"	2011		"24,240"	"22,165"	"2,075"	8.6
CN3602500000000	36	25	"Delaware County, NY"	2011		"21,612"	"19,725"	"1,887"	8.7
CN3602700000000	36	27	"Dutchess County, NY"	2011		"145,003"	"133,965"	"11,038"	7.6
CN3602900000000	36	29	"Erie County, NY"	2011		"461,693"	"424,825"	"36,868"	8
CN3603100000000	36	31	"Essex County, NY"	2011		"17,691"	"16,027"	"1,664"	9.4
CN3603300000000	36	33	"Franklin County, NY"	2011		"22,393"	"20,332"	"2,061"	9.2
CN3603500000000	36	35	"Fulton County, NY"	2011		"26,802"	"24,086"	"2,716"	10.1
CN3603700000000	36	37	"Genesee County, NY"	2011		"32,008"	"29,565"	"2,443"	7.6
CN3603900000000	36	39	"Greene County, NY"	2011		"23,597"	"21,509"	"2,088"	8.8
CN3604100000000	36	41	"Hamilton County, NY"	2011		"2,911"	"2,672"	239	8.2
CN3604300000000	36	43	"Herkimer County, NY"	2011		"30,596"	"27,957"	"2,639"	8.6
CN3604500000000	36	45	"Jefferson County, NY"	2011		"48,850"	"43,984"	"4,866"	10
CN3604700000000	36	47	"Kings County, NY"	2011		"1,124,851"	"1,014,948"	"109,903"	9.8
CN3604900000000	36	49	"Lewis County, NY"	2011		"12,416"	"11,202"	"1,214"	9.8
CN3605100000000	36	51	"Livingston County, NY"	2011		"32,062"	"29,492"	"2,570"	8
CN3605300000000	36	53	"Madison County, NY"	2011		"35,972"	"32,979"	"2,993"	8.3
CN3605500000000	36	55	"Monroe County, NY"	2011		"368,538"	"340,256"	"28,282"	7.7
CN3605700000000	36	57	"Montgomery County, NY"	2011		"23,700"	"21,334"	"2,366"	10
CN3605900000000	36	59	"Nassau County, NY"	2011		"684,833"	"638,050"	"46,783"	6.8
CN3606100000000	36	61	"New York County, NY"	2011		"924,688"	"855,500"	"69,188"	7.5
CN3606300000000	36	63	"Niagara County, NY"	2011		"110,464"	"101,020"	"9,444"	8.5
CN3606500000000	36	65	"Oneida County, NY"	2011		"107,085"	"98,201"	"8,884"	8.3
CN3606700000000	36	67	"Onondaga County, NY"	2011		"227,908"	"210,031"	"17,877"	7.8
CN3606900000000	36	69	"Ontario County, NY"	2011		"56,654"	"52,520"	"4,134"	7.3
CN3607100000000	36	71	"Orange County, NY"	2011		"174,406"	"160,456"	"13,950"	8
CN3607300000000	36	73	"Orleans County, NY"	2011		"19,006"	"17,238"	"1,768"	9.3
CN3607500000000	36	75	"Oswego County, NY"	2011		"57,706"	"51,676"	"6,030"	10.4
CN3607700000000	36	77	"Otsego County, NY"	2011		"31,470"	"29,011"	"2,459"	7.8
CN3607900000000	36	79	"Putnam County, NY"	2011		"53,869"	"50,212"	"3,657"	6.8
CN3608100000000	36	81	"Queens County, NY"	2011		"1,119,179"	"1,028,127"	"91,052"	8.1
CN3608300000000	36	83	"Rensselaer County, NY"	2011		"81,677"	"75,444"	"6,233"	7.6
CN3608500000000	36	85	"Richmond County, NY"	2011		"240,363"	"220,425"	"19,938"	8.3
CN3608700000000	36	87	"Rockland County, NY"	2011		"156,597"	"146,158"	"10,439"	6.7
CN3608900000000	36	89	"St. Lawrence County, NY"	2011		"48,702"	"43,579"	"5,123"	10.5
CN3609100000000	36	91	"Saratoga County, NY"	2011		"116,520"	"108,740"	"7,780"	6.7
CN3609300000000	36	93	"Schenectady County, NY"	2011		"74,445"	"68,769"	"5,676"	7.6
CN3609500000000	36	95	"Schoharie County, NY"	2011		"15,364"	"13,904"	"1,460"	9.5
CN3609700000000	36	97	"Schuyler County, NY"	2011		"10,028"	"9,232"	796	7.9
CN3609900000000	36	99	"Seneca County, NY"	2011		"16,878"	"15,563"	"1,315"	7.8
CN3610100000000	36	101	"Steuben County, NY"	2011		"44,435"	"40,194"	"4,241"	9.5
CN3610300000000	36	103	"Suffolk County, NY"	2011		"782,414"	"723,772"	"58,642"	7.5
CN3610500000000	36	105	"Sullivan County, NY"	2011		"34,295"	"31,127"	"3,168"	9.2
CN3610700000000	36	107	"Tioga County, NY"	2011		"24,980"	"22,934"	"2,046"	8.2
CN3610900000000	36	109	"Tompkins County, NY"	2011		"56,768"	"53,430"	"3,338"	5.9
CN3611100000000	36	111	"Ulster County, NY"	2011		"87,432"	"80,162"	"7,270"	8.3
CN3611300000000	36	113	"Warren County, NY"	2011		"35,601"	"32,639"	"2,962"	8.3
CN3611500000000	36	115	"Washington County, NY"	2011		"31,993"	"29,546"	"2,447"	7.6
CN3611700000000	36	117	"Wayne County, NY"	2011		"47,212"	"43,314"	"3,898"	8.3
CN3611900000000	36	119	"Westchester County, NY"	2011		"473,375"	"440,258"	"33,117"	7
CN3612100000000	36	121	"Wyoming County, NY"	2011		"20,216"	"18,486"	"1,730"	8.6
CN3612300000000	36	123	"Yates County, NY"	2011		"13,100"	"12,180"	920	7
CN3700100000000	37	1	"Alamance County, NC"	2011		"72,832"	"65,307"	"7,525"	10.3
CN3700300000000	37	3	"Alexander County, NC"	2011		"17,869"	"15,887"	"1,982"	11.1
CN3700500000000	37	5	"Alleghany County, NC"	2011		"4,627"	"4,069"	558	12.1
CN3700700000000	37	7	"Anson County, NC"	2011		"10,553"	"9,265"	"1,288"	12.2
CN3700900000000	37	9	"Ashe County, NC"	2011		"12,407"	"10,951"	"1,456"	11.7
CN3701100000000	37	11	"Avery County, NC"	2011		"7,959"	"7,064"	895	11.2
CN3701300000000	37	13	"Beaufort County, NC"	2011		"21,618"	"19,230"	"2,388"	11
CN3701500000000	37	15	"Bertie County, NC"	2011		"8,867"	"7,775"	"1,092"	12.3
CN3701700000000	37	17	"Bladen County, NC"	2011		"15,749"	"13,749"	"2,000"	12.7
CN3701900000000	37	19	"Brunswick County, NC"	2011		"50,327"	"44,640"	"5,687"	11.3
CN3702100000000	37	21	"Buncombe County, NC"	2011		"125,371"	"115,221"	"10,150"	8.1
CN3702300000000	37	23	"Burke County, NC"	2011		"39,701"	"34,793"	"4,908"	12.4
CN3702500000000	37	25	"Cabarrus County, NC"	2011		"89,586"	"80,716"	"8,870"	9.9
CN3702700000000	37	27	"Caldwell County, NC"	2011		"38,414"	"33,468"	"4,946"	12.9
CN3702900000000	37	29	"Camden County, NC"	2011		"4,591"	"4,208"	383	8.3
CN3703100000000	37	31	"Carteret County, NC"	2011		"32,850"	"29,851"	"2,999"	9.1
CN3703300000000	37	33	"Caswell County, NC"	2011		"11,059"	"9,892"	"1,167"	10.6
CN3703500000000	37	35	"Catawba County, NC"	2011		"73,739"	"64,636"	"9,103"	12.3
CN3703700000000	37	37	"Chatham County, NC"	2011		"33,290"	"30,716"	"2,574"	7.7
CN3703900000000	37	39	"Cherokee County, NC"	2011		"10,323"	"8,938"	"1,385"	13.4
CN3704100000000	37	41	"Chowan County, NC"	2011		"6,309"	"5,599"	710	11.3
CN3704300000000	37	43	"Clay County, NC"	2011		"4,607"	"4,132"	475	10.3
CN3704500000000	37	45	"Cleveland County, NC"	2011		"49,941"	"44,238"	"5,703"	11.4
CN3704700000000	37	47	"Columbus County, NC"	2011		"24,454"	"21,201"	"3,253"	13.3
CN3704900000000	37	49	"Craven County, NC"	2011		"42,998"	"38,407"	"4,591"	10.7
CN3705100000000	37	51	"Cumberland County, NC"	2011		"140,782"	"126,623"	"14,159"	10.1
CN3705300000000	37	53	"Currituck County, NC"	2011		"12,751"	"11,895"	856	6.7
CN3705500000000	37	55	"Dare County, NC"	2011		"22,472"	"19,864"	"2,608"	11.6
CN3705700000000	37	57	"Davidson County, NC"	2011		"78,005"	"69,187"	"8,818"	11.3
CN3705900000000	37	59	"Davie County, NC"	2011		"20,567"	"18,495"	"2,072"	10.1
